"Fecha","Último","Apertura","Máximo","Mínimo","% var."
"Mar 2026","2,288","2,309","2,310","2,288","-0,92%"
"Feb 2026","2,309","2,308","2,312","2,290","0,03%"
"Ene 2026","2,309","2,285","2,309","2,285","1,02%"
"Dic 2025","2,285","2,267","2,285","2,265","0,88%"
"Nov 2025","2,265","2,271","2,272","2,263","-0,26%"
"Oct 2025","2,271","2,259","2,272","2,237","0,51%"
"Sep 2025","2,260","2,243","2,273","2,238","0,79%"
"Ago 2025","2,242","2,214","2,242","2,214","1,37%"
"Jul 2025","2,212","2,189","2,212","2,189","1,17%"
"Jun 2025","2,186","2,155","2,186","2,152","1,57%"
"May 2025","2,152","2,140","2,153","2,124","0,60%"
"Abr 2025","2,140","2,165","2,166","2,091","-1,21%"
"Mar 2025","2,166","2,170","2,174","2,158","-0,06%"
"Feb 2025","2,167","2,138","2,167","2,138","1,40%"
"Ene 2025","2,137","2,119","2,137","2,112","0,89%"
"Dic 2024","2,118","2,129","2,139","2,113","-0,47%"
"Nov 2024","2,128","2,117","2,128","2,112","0,48%"
"Oct 2024","2,118","2,137","2,142","2,118","-0,78%"
"Sep 2024","2,135","2,112","2,135","2,109","1,07%"
"Ago 2024","2,112","2,072","2,113","2,072","2,08%"
"Jul 2024","2,069","2,046","2,069","2,036","1,28%"
"Jun 2024","2,043","2,024","2,046","2,024","0,64%"
"May 2024","2,030","2,002","2,035","2,002","1,46%"
"Abr 2024","2,001","2,025","2,026","2,000","-1,11%"
"Mar 2024","2,023","1,995","2,024","1,995","1,48%"
"Feb 2024","1,994","1,965","1,994","1,965","1,57%"
"Ene 2024","1,963","1,971","1,974","1,957","-0,21%"
"Dic 2023","1,967","1,895","1,967","1,895","4,04%"
"Nov 2023","1,891","1,825","1,891","1,824","3,70%"
"Oct 2023","1,823","1,863","1,863","1,819","-2,34%"
"Sep 2023","1,867","1,889","1,894","1,867","-0,93%"
"Ago 2023","1,885","1,896","1,903","1,876","-0,44%"
"Jul 2023","1,893","1,864","1,896","1,863","1,47%"
"Jun 2023","1,865","1,824","1,866","1,824","2,25%"
"May 2023","1,824","1,830","1,837","1,824","-0,53%"
"Abr 2023","1,834","1,817","1,847","1,817","1,21%"
"Mar 2023","1,812","1,846","1,846","1,812","-2,04%"
"Feb 2023","1,850","1,882","1,895","1,848","-1,65%"
"Ene 2023","1,881","1,829","1,881","1,829","2,89%"
"Dic 2022","1,828","1,780","1,831","1,780","2,80%"
"Nov 2022","1,778","1,702","1,778","1,702","4,53%"
"Oct 2022","1,701","1,731","1,736","1,688","-1,71%"
"Sep 2022","1,731","1,805","1,805","1,731","-4,49%"
"Ago 2022","1,812","1,769","1,823","1,769","3,12%"
"Jul 2022","1,757","1,788","1,788","1,727","-2,20%"
"Jun 2022","1,797","1,859","1,864","1,797","-2,83%"
"May 2022","1,849","1,890","1,890","1,839","-2,37%"
"Abr 2022","1,894","1,924","1,937","1,894","-1,24%"
"Mar 2022","1,918","1,927","1,935","1,900","-1,00%"
"Feb 2022","1,937","1,975","1,976","1,937","-2,09%"
"Ene 2022","1,979","2,005","2,006","1,979","-1,26%"
"Dic 2021","2,004","1,983","2,006","1,982","0,84%"
"Nov 2021","1,987","2,000","2,009","1,987","-0,78%"
"Oct 2021","2,003","2,021","2,021","1,997","-0,84%"
"Sep 2021","2,020","2,030","2,041","2,020","-0,40%"
"Ago 2021","2,028","2,014","2,028","2,014","0,53%"
"Jul 2021","2,017","2,010","2,020","2,010","0,48%"
"Jun 2021","2,008","1,998","2,008","1,996","0,52%"
"May 2021","1,997","1,996","2,001","1,992","0,15%"
"Abr 2021","1,994","2,003","2,015","1,992","-0,45%"
"Mar 2021","2,003","2,032","2,032","1,998","-1,13%"
"Feb 2021","2,026","2,051","2,060","2,026","-1,15%"
"Ene 2021","2,050","2,055","2,059","2,049","-0,20%"
"Dic 2020","2,054","2,015","2,054","2,015","2,03%"
"Nov 2020","2,013","1,957","2,013","1,957","2,66%"
"Oct 2020","1,961","1,933","1,970","1,933","1,46%"
"Sep 2020","1,933","1,932","1,949","1,931","0,10%"
"Ago 2020","1,931","1,902","1,931","1,902","1,60%"
"Jul 2020","1,900","1,866","1,900","1,861","1,94%"
"Jun 2020","1,864","1,793","1,866","1,793","4,13%"
"May 2020","1,790","1,710","1,790","1,710","5,26%"
"Abr 2020","1,701","1,640","1,710","1,637","3,78%"
"Mar 2020","1,639","1,968","1,987","1,599","-17,09%"
"Feb 2020","1,977","1,961","2,000","1,961","0,72%"
"Ene 2020","1,963","1,925","1,963","1,925","2,03%"
"Dic 2019","1,924","1,899","1,924","1,898","1,33%"
"Nov 2019","1,898","1,912","1,913","1,897","-0,60%"
"Oct 2019","1,910","1,900","1,911","1,900","0,61%"
"Sep 2019","1,898","1,894","1,899","1,892","0,33%"
"Ago 2019","1,892","1,872","1,892","1,872","1,15%"
"Jul 2019","1,870","1,854","1,870","1,854","0,93%"
"Jun 2019","1,853","1,817","1,853","1,817","1,92%"
"May 2019","1,818","1,807","1,818","1,807","0,64%"
"Abr 2019","1,807","1,793","1,807","1,792","0,89%"
"Mar 2019","1,791","1,762","1,791","1,762","1,66%"
"Feb 2019","1,762","1,744","1,762","1,744","1,10%"
"Ene 2019","1,742","1,702","1,743","1,701","2,55%"
"Dic 2018","1,699","1,681","1,702","1,681","1,22%"
"Nov 2018","1,679","1,707","1,707","1,677","-1,65%"
"Oct 2018","1,707","1,720","1,723","1,707","-0,78%"
"Sep 2018","1,720","1,715","1,720","1,713","0,29%"
"Ago 2018","1,715","1,729","1,729","1,715","-0,72%"
"Jul 2018","1,728","1,695","1,728","1,695","2,02%"
"Jun 2018","1,694","1,696","1,696","1,682","-0,14%"
"May 2018","1,696","1,729","1,729","1,696","-1,97%"
"Abr 2018","1,730","1,733","1,738","1,730","-0,06%"
"Mar 2018","1,731","1,737","1,739","1,728","-0,40%"
"Feb 2018","1,738","1,765","1,765","1,732","-1,61%"
"Ene 2018","1,766","1,767","1,770","1,765","0,00%"
"Dic 2017","1,766","1,767","1,771","1,764","-0,05%"
"Nov 2017","1,767","1,762","1,768","1,758","0,26%"
"Oct 2017","1,763","1,765","1,768","1,759","-0,05%"
"Sep 2017","1,764","1,761","1,768","1,760","0,31%"
"Ago 2017","1,758","1,747","1,758","1,747","0,72%"
"Jul 2017","1,746","1,733","1,746","1,729","0,67%"
